RXN_ID	EQUATION	SUBSYSTEM	Direction	EQUATION_LHS	EQUATION_RHS	Substrate_Set	Product_Set	Metabolite_Set	Substrate_Count	Product_Count	Metabolite_Count	Measured_Substrate	Measured_Product	Measured_Metabolite	Measured_Substrate_Count	Measured_Product_Count	Measured_Metabolite_Count
MAR04087	malate + NAD+ => CO2 + NADH + pyruvate	Pyruvate metabolism	1	malate + NAD+	CO2 + NADH + pyruvate	{'malate', 'NAD+'}	{'NADH', 'CO2', 'pyruvate'}	{'NAD+', 'NADH', 'pyruvate', 'malate', 'CO2'}	2	3	5	{'malate'}	{'pyruvate'}	{'malate', 'pyruvate'}	1	1	2
MAR04089	malate + NADP+ => CO2 + NADPH + pyruvate	Pyruvate metabolism	1	malate + NADP+	CO2 + NADPH + pyruvate	{'malate', 'NADP+'}	{'CO2', 'pyruvate', 'NADPH'}	{'NADPH', 'pyruvate', 'malate', 'NADP+', 'CO2'}	2	3	5	{'malate'}	{'pyruvate'}	{'malate', 'pyruvate'}	1	1	2
MAR04091	malate + NADP+ => CO2 + NADPH + pyruvate	Pyruvate metabolism	1	malate + NADP+	CO2 + NADPH + pyruvate	{'malate', 'NADP+'}	{'CO2', 'pyruvate', 'NADPH'}	{'NADPH', 'pyruvate', 'malate', 'NADP+', 'CO2'}	2	3	5	{'malate'}	{'pyruvate'}	{'malate', 'pyruvate'}	1	1	2
MAR04046	ATP + glutamine + H2O + xanthosine-5-phosphate => AMP + glutamate + GMP + 2 H+ + PPi	Purine metabolism	1	ATP + glutamine + H2O + xanthosine-5-phosphate	AMP + glutamate + GMP + 2 H+ + PPi	{'xanthosine-5-phosphate', 'ATP', 'glutamine', 'H2O'}	{'AMP', 'glutamate', 'GMP', 'H+', 'PPi'}	{'xanthosine-5-phosphate', 'AMP', 'glutamate', 'GMP', 'H2O', 'H+', 'glutamine', 'PPi', 'ATP'}	4	5	9	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR04406	glutamine + H2O + PRPP => 5-phosphoribosylamine + glutamate + PPi	Purine metabolism	1	glutamine + H2O + PRPP	5-phosphoribosylamine + glutamate + PPi	{'glutamine', 'H2O', 'PRPP'}	{'glutamate', 'PPi', '5-phosphoribosylamine'}	{'glutamine', '5-phosphoribosylamine', 'PRPP', 'glutamate', 'PPi', 'H2O'}	3	3	6	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR04518	guanine + H2O => NH3 + xanthine	Purine metabolism	1	guanine + H2O	NH3 + xanthine	{'guanine', 'H2O'}	{'xanthine', 'NH3'}	{'guanine', 'xanthine', 'H2O', 'NH3'}	2	2	4	{'guanine'}	{'xanthine'}	{'guanine', 'xanthine'}	1	1	2
MAR04519	H2O + hypoxanthine + NAD+ => H+ + NADH + xanthine	Purine metabolism	1	H2O + hypoxanthine + NAD+	H+ + NADH + xanthine	{'NAD+', 'hypoxanthine', 'H2O'}	{'H+', 'NADH', 'xanthine'}	{'H+', 'NADH', 'NAD+', 'hypoxanthine', 'xanthine', 'H2O'}	3	3	6	{'hypoxanthine'}	{'xanthine'}	{'hypoxanthine', 'xanthine'}	1	1	2
MAR04520	H2O + hypoxanthine + O2 => H2O2 + xanthine	Purine metabolism	1	H2O + hypoxanthine + O2	H2O2 + xanthine	{'hypoxanthine', 'H2O', 'O2'}	{'H2O2', 'xanthine'}	{'hypoxanthine', 'H2O2', 'O2', 'xanthine', 'H2O'}	3	2	5	{'hypoxanthine'}	{'xanthine'}	{'hypoxanthine', 'xanthine'}	1	1	2
MAR04646	H2O + NAD+ + xanthine => H+ + NADH + urate	Purine metabolism	1	H2O + NAD+ + xanthine	H+ + NADH + urate	{'NAD+', 'xanthine', 'H2O'}	{'H+', 'NADH', 'urate'}	{'H+', 'NADH', 'NAD+', 'urate', 'xanthine', 'H2O'}	3	3	6	{'xanthine'}	{'urate'}	{'urate', 'xanthine'}	1	1	2
MAR04648	H2O + NAD+ + xanthine => H+ + NADH + urate	Purine metabolism	1	H2O + NAD+ + xanthine	H+ + NADH + urate	{'NAD+', 'xanthine', 'H2O'}	{'H+', 'NADH', 'urate'}	{'H+', 'NADH', 'NAD+', 'urate', 'xanthine', 'H2O'}	3	3	6	{'xanthine'}	{'urate'}	{'urate', 'xanthine'}	1	1	2
MAR04649	H2O + O2 + xanthine => H2O2 + urate	Purine metabolism	1	H2O + O2 + xanthine	H2O2 + urate	{'xanthine', 'H2O', 'O2'}	{'urate', 'H2O2'}	{'H2O2', 'O2', 'urate', 'xanthine', 'H2O'}	3	2	5	{'xanthine'}	{'urate'}	{'urate', 'xanthine'}	1	1	2
MAR04650	H2O + O2 + xanthine => H2O2 + urate	Purine metabolism	1	H2O + O2 + xanthine	H2O2 + urate	{'xanthine', 'H2O', 'O2'}	{'urate', 'H2O2'}	{'H2O2', 'O2', 'urate', 'xanthine', 'H2O'}	3	2	5	{'xanthine'}	{'urate'}	{'urate', 'xanthine'}	1	1	2
MAR04808	ATP + glutamine + H2O + N-formyl-GAR => 5-phosphoribosylformylglycinamidine + ADP + glutamate + H+ + Pi	Purine metabolism	1	ATP + glutamine + H2O + N-formyl-GAR	5-phosphoribosylformylglycinamidine + ADP + glutamate + H+ + Pi	{'N-formyl-GAR', 'ATP', 'glutamine', 'H2O'}	{'ADP', 'glutamate', 'H+', 'Pi', '5-phosphoribosylformylglycinamidine'}	{'glutamate', 'ADP', 'H2O', 'H+', 'Pi', 'glutamine', 'N-formyl-GAR', 'ATP', '5-phosphoribosylformylglycinamidine'}	4	5	9	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR08755	H2O + hypoxanthine + O2 => H2O2 + xanthine	Purine metabolism	1	H2O + hypoxanthine + O2	H2O2 + xanthine	{'hypoxanthine', 'H2O', 'O2'}	{'H2O2', 'xanthine'}	{'hypoxanthine', 'H2O2', 'O2', 'xanthine', 'H2O'}	3	2	5	{'hypoxanthine'}	{'xanthine'}	{'hypoxanthine', 'xanthine'}	1	1	2
MAR04034	2 ATP + glutamine + H2O + HCO3- => 2 ADP + carbamoyl-phosphate + glutamate + 2 H+ + Pi	Pyrimidine metabolism	1	2 ATP + glutamine + H2O + HCO3-	2 ADP + carbamoyl-phosphate + glutamate + 2 H+ + Pi	{'HCO3-', 'ATP', 'glutamine', 'H2O'}	{'ADP', 'glutamate', 'H+', 'Pi', 'carbamoyl-phosphate'}	{'glutamate', 'ADP', 'HCO3-', 'H2O', 'H+', 'Pi', 'glutamine', 'carbamoyl-phosphate', 'ATP'}	4	5	9	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR04194	ATP + glutamine + H2O + UTP => ADP + CTP + glutamate + 2 H+ + Pi	Pyrimidine metabolism	1	ATP + glutamine + H2O + UTP	ADP + CTP + glutamate + 2 H+ + Pi	{'ATP', 'glutamine', 'UTP', 'H2O'}	{'ADP', 'CTP', 'glutamate', 'H+', 'Pi'}	{'glutamate', 'ADP', 'CTP', 'H2O', 'UTP', 'H+', 'Pi', 'glutamine', 'ATP'}	4	5	9	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR03831	aspartate => fumarate + H+ + NH3	Alanine, aspartate and glutamate metabolism	1	aspartate	fumarate + H+ + NH3	{'aspartate'}	{'fumarate', 'H+', 'NH3'}	{'fumarate', 'H+', 'NH3', 'aspartate'}	1	3	4	{'aspartate'}	{'fumarate'}	{'fumarate', 'aspartate'}	1	1	2
MAR03890	ATP + glutamate + NH3 => ADP + glutamine + Pi	Alanine, aspartate and glutamate metabolism	1	ATP + glutamate + NH3	ADP + glutamine + Pi	{'glutamate', 'ATP', 'NH3'}	{'Pi', 'ADP', 'glutamine'}	{'Pi', 'glutamine', 'glutamate', 'NH3', 'ADP', 'ATP'}	3	3	6	{'glutamate'}	{'glutamine'}	{'glutamate', 'glutamine'}	1	1	2
MAR03892	glutamine + H2O => glutamate + H+ + NH3	Alanine, aspartate and glutamate metabolism	1	glutamine + H2O	glutamate + H+ + NH3	{'glutamine', 'H2O'}	{'H+', 'glutamate', 'NH3'}	{'H+', 'glutamine', 'NH3', 'glutamate', 'H2O'}	2	3	5	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR09802	glutamine + H2O => glutamate + H+ + NH3	Alanine, aspartate and glutamate metabolism	1	glutamine + H2O	glutamate + H+ + NH3	{'glutamine', 'H2O'}	{'H+', 'glutamate', 'NH3'}	{'H+', 'glutamine', 'NH3', 'glutamate', 'H2O'}	2	3	5	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR03903	aspartate + ATP + glutamine + H2O => AMP + asparagine + glutamate + H+ + PPi	Alanine, aspartate and glutamate metabolism	1	aspartate + ATP + glutamine + H2O	AMP + asparagine + glutamate + H+ + PPi	{'ATP', 'glutamine', 'aspartate', 'H2O'}	{'AMP', 'glutamate', 'H+', 'asparagine', 'PPi'}	{'AMP', 'glutamate', 'H2O', 'H+', 'asparagine', 'glutamine', 'PPi', 'ATP', 'aspartate'}	4	5	9	{'glutamine', 'aspartate'}	{'glutamate'}	{'glutamate', 'glutamine', 'aspartate'}	2	1	3
MAR04196	glutamine + pyruvate => 2-oxoglutaramate + alanine	Alanine, aspartate and glutamate metabolism	1	glutamine + pyruvate	2-oxoglutaramate + alanine	{'glutamine', 'pyruvate'}	{'2-oxoglutaramate', 'alanine'}	{'2-oxoglutaramate', 'glutamine', 'alanine', 'pyruvate'}	2	2	4	{'glutamine', 'pyruvate'}	{}	{'glutamine', 'pyruvate'}	2	0	2
MAR04197	glutamine + pyruvate => 2-oxoglutaramate + alanine	Alanine, aspartate and glutamate metabolism	1	glutamine + pyruvate	2-oxoglutaramate + alanine	{'glutamine', 'pyruvate'}	{'2-oxoglutaramate', 'alanine'}	{'2-oxoglutaramate', 'glutamine', 'alanine', 'pyruvate'}	2	2	4	{'glutamine', 'pyruvate'}	{}	{'glutamine', 'pyruvate'}	2	0	2
MAR04690	glutamate + H+ => 4-aminobutyrate + CO2	Alanine, aspartate and glutamate metabolism	1	glutamate + H+	4-aminobutyrate + CO2	{'H+', 'glutamate'}	{'4-aminobutyrate', 'CO2'}	{'4-aminobutyrate', 'H+', 'glutamate', 'CO2'}	2	2	4	{'glutamate'}	{'4-aminobutyrate'}	{'4-aminobutyrate', 'glutamate'}	1	1	2
MAR06780	AKG + tyrosine => 4-hydroxyphenylpyruvate + glutamate	Alanine, aspartate and glutamate metabolism	1	AKG + tyrosine	4-hydroxyphenylpyruvate + glutamate	{'tyrosine', 'AKG'}	{'glutamate', '4-hydroxyphenylpyruvate'}	{'AKG', 'glutamate', 'tyrosine', '4-hydroxyphenylpyruvate'}	2	2	4	{'tyrosine'}	{'glutamate'}	{'glutamate', 'tyrosine'}	1	1	2
MAR03816	arginine + H2O => ornithine + urea	Arginine and proline metabolism	1	arginine + H2O	ornithine + urea	{'arginine', 'H2O'}	{'ornithine', 'urea'}	{'ornithine', 'arginine', 'H2O', 'urea'}	2	2	4	{'arginine'}	{'ornithine', 'urea'}	{'ornithine', 'arginine', 'urea'}	1	2	3
MAR04776	AKG + O2 + proline => CO2 + succinate + trans-4-hydroxy-L-proline	Arginine and proline metabolism	1	AKG + O2 + proline	CO2 + succinate + trans-4-hydroxy-L-proline	{'proline', 'AKG', 'O2'}	{'succinate', 'CO2', 'trans-4-hydroxy-L-proline'}	{'proline', 'succinate', 'AKG', 'O2', 'CO2', 'trans-4-hydroxy-L-proline'}	3	3	6	{'proline'}	{'succinate'}	{'proline', 'succinate'}	1	1	2
MAR04777	AKG + O2 + proline => CO2 + succinate + trans-4-hydroxy-L-proline	Arginine and proline metabolism	1	AKG + O2 + proline	CO2 + succinate + trans-4-hydroxy-L-proline	{'proline', 'AKG', 'O2'}	{'succinate', 'CO2', 'trans-4-hydroxy-L-proline'}	{'proline', 'succinate', 'AKG', 'O2', 'CO2', 'trans-4-hydroxy-L-proline'}	3	3	6	{'proline'}	{'succinate'}	{'proline', 'succinate'}	1	1	2
MAR04787	4-hydroxy-2-oxoglutarate => glyoxalate + pyruvate	Arginine and proline metabolism	1	4-hydroxy-2-oxoglutarate	glyoxalate + pyruvate	{'4-hydroxy-2-oxoglutarate'}	{'glyoxalate', 'pyruvate'}	{'glyoxalate', '4-hydroxy-2-oxoglutarate', 'pyruvate'}	1	2	3	{}	{'glyoxalate', 'pyruvate'}	{'glyoxalate', 'pyruvate'}	0	2	2
MAR08416	acetyl-CoA + glutamate => CoA + H+ + N-acetyl-L-glutamate	Arginine and proline metabolism	1	acetyl-CoA + glutamate	CoA + H+ + N-acetyl-L-glutamate	{'acetyl-CoA', 'glutamate'}	{'H+', 'CoA', 'N-acetyl-L-glutamate'}	{'H+', 'acetyl-CoA', 'N-acetyl-L-glutamate', 'glutamate', 'CoA'}	2	3	5	{'glutamate'}	{'N-acetyl-L-glutamate'}	{'N-acetyl-L-glutamate', 'glutamate'}	1	1	2
MAR08426	arginine + H2O => ornithine + urea	Arginine and proline metabolism	1	arginine + H2O	ornithine + urea	{'arginine', 'H2O'}	{'ornithine', 'urea'}	{'ornithine', 'arginine', 'H2O', 'urea'}	2	2	4	{'arginine'}	{'ornithine', 'urea'}	{'ornithine', 'arginine', 'urea'}	1	2	3
MAR08607	4-methylthio-2-oxobutanoic acid + glutamine + 2 H+ => glutamate + methionine	Arginine and proline metabolism	1	4-methylthio-2-oxobutanoic acid + glutamine + 2 H+	glutamate + methionine	{'H+', '4-methylthio-2-oxobutanoic acid', 'glutamine'}	{'glutamate', 'methionine'}	{'4-methylthio-2-oxobutanoic acid', 'H+', 'glutamine', 'glutamate', 'methionine'}	3	2	5	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR03883	serine => H+ + NH3 + pyruvate	Glycine, serine and threonine metabolism	1	serine	H+ + NH3 + pyruvate	{'serine'}	{'H+', 'NH3', 'pyruvate'}	{'H+', 'serine', 'NH3', 'pyruvate'}	1	3	4	{'serine'}	{'pyruvate'}	{'serine', 'pyruvate'}	1	1	2
MAR04198	pyruvate + serine => alanine + hydroxypyruvate	Glycine, serine and threonine metabolism	1	pyruvate + serine	alanine + hydroxypyruvate	{'serine', 'pyruvate'}	{'alanine', 'hydroxypyruvate'}	{'serine', 'alanine', 'pyruvate', 'hydroxypyruvate'}	2	2	4	{'serine', 'pyruvate'}	{}	{'serine', 'pyruvate'}	2	0	2
MAR04284	threonine => acetaldehyde + glycine	Glycine, serine and threonine metabolism	1	threonine	acetaldehyde + glycine	{'threonine'}	{'acetaldehyde', 'glycine'}	{'acetaldehyde', 'threonine', 'glycine'}	1	2	3	{'threonine'}	{'glycine'}	{'threonine', 'glycine'}	1	1	2
MAR04467	pyruvate + serine => alanine + hydroxypyruvate	Glycine, serine and threonine metabolism	1	pyruvate + serine	alanine + hydroxypyruvate	{'serine', 'pyruvate'}	{'alanine', 'hydroxypyruvate'}	{'serine', 'alanine', 'pyruvate', 'hydroxypyruvate'}	2	2	4	{'serine', 'pyruvate'}	{}	{'serine', 'pyruvate'}	2	0	2
MAR04788	alanine + glyoxalate => glycine + pyruvate	Glycine, serine and threonine metabolism	1	alanine + glyoxalate	glycine + pyruvate	{'glyoxalate', 'alanine'}	{'glycine', 'pyruvate'}	{'glyoxalate', 'alanine', 'glycine', 'pyruvate'}	2	2	4	{'glyoxalate'}	{'glycine', 'pyruvate'}	{'glyoxalate', 'glycine', 'pyruvate'}	1	2	3
MAR04789	glycine + H2O + O2 => glyoxalate + H+ + H2O2 + NH3	Glycine, serine and threonine metabolism	1	glycine + H2O + O2	glyoxalate + H+ + H2O2 + NH3	{'O2', 'H2O', 'glycine'}	{'H+', 'glyoxalate', 'H2O2', 'NH3'}	{'H+', 'glyoxalate', 'H2O2', 'NH3', 'O2', 'glycine', 'H2O'}	3	4	7	{'glycine'}	{'glyoxalate'}	{'glyoxalate', 'glycine'}	1	1	2
MAR04791	alanine + glyoxalate => glycine + pyruvate	Glycine, serine and threonine metabolism	1	alanine + glyoxalate	glycine + pyruvate	{'glyoxalate', 'alanine'}	{'glycine', 'pyruvate'}	{'glyoxalate', 'alanine', 'glycine', 'pyruvate'}	2	2	4	{'glyoxalate'}	{'glycine', 'pyruvate'}	{'glyoxalate', 'glycine', 'pyruvate'}	1	2	3
MAR07703	glycolate + O2 => glyoxalate + H2O2	Glycine, serine and threonine metabolism	1	glycolate + O2	glyoxalate + H2O2	{'O2', 'glycolate'}	{'glyoxalate', 'H2O2'}	{'glyoxalate', 'H2O2', 'O2', 'glycolate'}	2	2	4	{'glycolate'}	{'glyoxalate'}	{'glyoxalate', 'glycolate'}	1	1	2
MAR03747	AKG + valine => 3-methyl-2-oxobutyrate + glutamate	Valine, leucine, and isoleucine metabolism	1	AKG + valine	3-methyl-2-oxobutyrate + glutamate	{'AKG', 'valine'}	{'glutamate', '3-methyl-2-oxobutyrate'}	{'AKG', 'glutamate', '3-methyl-2-oxobutyrate', 'valine'}	2	2	4	{'valine'}	{'glutamate'}	{'glutamate', 'valine'}	1	1	2
MAR03744	AKG + valine => 3-methyl-2-oxobutyrate + glutamate	Valine, leucine, and isoleucine metabolism	1	AKG + valine	3-methyl-2-oxobutyrate + glutamate	{'AKG', 'valine'}	{'glutamate', '3-methyl-2-oxobutyrate'}	{'AKG', 'glutamate', '3-methyl-2-oxobutyrate', 'valine'}	2	2	4	{'valine'}	{'glutamate'}	{'glutamate', 'valine'}	1	1	2
MAR03777	AKG + isoleucine => 2-oxo-3-methylvalerate + glutamate	Valine, leucine, and isoleucine metabolism	1	AKG + isoleucine	2-oxo-3-methylvalerate + glutamate	{'isoleucine', 'AKG'}	{'glutamate', '2-oxo-3-methylvalerate'}	{'isoleucine', 'glutamate', '2-oxo-3-methylvalerate', 'AKG'}	2	2	4	{'isoleucine'}	{'glutamate'}	{'isoleucine', 'glutamate'}	1	1	2
MAR03778	AKG + isoleucine => 2-oxo-3-methylvalerate + glutamate	Valine, leucine, and isoleucine metabolism	1	AKG + isoleucine	2-oxo-3-methylvalerate + glutamate	{'isoleucine', 'AKG'}	{'glutamate', '2-oxo-3-methylvalerate'}	{'isoleucine', 'glutamate', '2-oxo-3-methylvalerate', 'AKG'}	2	2	4	{'isoleucine'}	{'glutamate'}	{'isoleucine', 'glutamate'}	1	1	2
MAR06923	AKG + leucine => 4-methyl-2-oxopentanoate + glutamate	Valine, leucine, and isoleucine metabolism	1	AKG + leucine	4-methyl-2-oxopentanoate + glutamate	{'leucine', 'AKG'}	{'glutamate', '4-methyl-2-oxopentanoate'}	{'leucine', 'glutamate', 'AKG', '4-methyl-2-oxopentanoate'}	2	2	4	{'leucine'}	{'glutamate'}	{'leucine', 'glutamate'}	1	1	2
MAR03765	AKG + leucine => 4-methyl-2-oxopentanoate + glutamate	Valine, leucine, and isoleucine metabolism	1	AKG + leucine	4-methyl-2-oxopentanoate + glutamate	{'leucine', 'AKG'}	{'glutamate', '4-methyl-2-oxopentanoate'}	{'leucine', 'glutamate', 'AKG', '4-methyl-2-oxopentanoate'}	2	2	4	{'leucine'}	{'glutamate'}	{'leucine', 'glutamate'}	1	1	2
MAR03940	O2 + phenylalanine + tetrahydrobiopterin => dihydrobiopterin + H2O + tyrosine	Phenylalanine, tyrosine and tryptophan biosynthesis	1	O2 + phenylalanine + tetrahydrobiopterin	dihydrobiopterin + H2O + tyrosine	{'phenylalanine', 'tetrahydrobiopterin', 'O2'}	{'dihydrobiopterin', 'tyrosine', 'H2O'}	{'tyrosine', 'O2', 'phenylalanine', 'dihydrobiopterin', 'tetrahydrobiopterin', 'H2O'}	3	3	6	{'phenylalanine'}	{'tyrosine'}	{'phenylalanine', 'tyrosine'}	1	1	2
MAR06768	AKG + tyrosine => 4-hydroxyphenylpyruvate + glutamate	Phenylalanine, tyrosine and tryptophan biosynthesis	1	AKG + tyrosine	4-hydroxyphenylpyruvate + glutamate	{'tyrosine', 'AKG'}	{'glutamate', '4-hydroxyphenylpyruvate'}	{'AKG', 'glutamate', 'tyrosine', '4-hydroxyphenylpyruvate'}	2	2	4	{'tyrosine'}	{'glutamate'}	{'glutamate', 'tyrosine'}	1	1	2
MAR08539	O2 + phenylalanine + tetrahydrobiopterin => 4alpha-hydroxytetrahydrobiopterin + tyrosine	Phenylalanine, tyrosine and tryptophan biosynthesis	1	O2 + phenylalanine + tetrahydrobiopterin	4alpha-hydroxytetrahydrobiopterin + tyrosine	{'phenylalanine', 'tetrahydrobiopterin', 'O2'}	{'tyrosine', '4alpha-hydroxytetrahydrobiopterin'}	{'tyrosine', 'O2', 'phenylalanine', 'tetrahydrobiopterin', '4alpha-hydroxytetrahydrobiopterin'}	3	2	5	{'phenylalanine'}	{'tyrosine'}	{'phenylalanine', 'tyrosine'}	1	1	2
MAR04302	cysteine + H2O => 2 H+ + H2S + NH3 + pyruvate	Cysteine and methionine metabolism	1	cysteine + H2O	2 H+ + H2S + NH3 + pyruvate	{'cysteine', 'H2O'}	{'H+', 'H2S', 'NH3', 'pyruvate'}	{'H+', 'H2S', 'NH3', 'pyruvate', 'cysteine', 'H2O'}	2	4	6	{'cysteine'}	{'pyruvate'}	{'cysteine', 'pyruvate'}	1	1	2
MAR04323	H+ + H2S + serine => cysteine + H2O	Cysteine and methionine metabolism	1	H+ + H2S + serine	cysteine + H2O	{'H+', 'H2S', 'serine'}	{'cysteine', 'H2O'}	{'H+', 'serine', 'H2S', 'cysteine', 'H2O'}	3	2	5	{'serine'}	{'cysteine'}	{'serine', 'cysteine'}	1	1	2
MAR04324	ATP + cysteine + glutamate => ADP + gamma-glutamyl-cysteine + H+ + Pi	Glutathione metabolism	1	ATP + cysteine + glutamate	ADP + gamma-glutamyl-cysteine + H+ + Pi	{'cysteine', 'glutamate', 'ATP'}	{'H+', 'ADP', 'gamma-glutamyl-cysteine', 'Pi'}	{'H+', 'Pi', 'glutamate', 'cysteine', 'ADP', 'gamma-glutamyl-cysteine', 'ATP'}	3	4	7	{'cysteine', 'glutamate'}	{}	{'glutamate', 'cysteine'}	2	0	2
MAR04328	cys-gly + H2O => cysteine + glycine	Glutathione metabolism	1	cys-gly + H2O	cysteine + glycine	{'cys-gly', 'H2O'}	{'cysteine', 'glycine'}	{'cysteine', 'cys-gly', 'H2O', 'glycine'}	2	2	4	{}	{'cysteine', 'glycine'}	{'cysteine', 'glycine'}	0	2	2
MAR04329	cys-gly + H2O => cysteine + glycine	Glutathione metabolism	1	cys-gly + H2O	cysteine + glycine	{'cys-gly', 'H2O'}	{'cysteine', 'glycine'}	{'cysteine', 'cys-gly', 'H2O', 'glycine'}	2	2	4	{}	{'cysteine', 'glycine'}	{'cysteine', 'glycine'}	0	2	2
MAR04174	aspartate + H+ => beta-alanine + CO2	Beta-alanine metabolism	1	aspartate + H+	beta-alanine + CO2	{'H+', 'aspartate'}	{'CO2', 'beta-alanine'}	{'H+', 'CO2', 'aspartate', 'beta-alanine'}	2	2	4	{'aspartate'}	{'beta-alanine'}	{'aspartate', 'beta-alanine'}	1	1	2
MAR04300	fructose-6-phosphate + glutamine => glucosamine-6-phosphate + glutamate	Amino sugar and nucleotide sugar metabolism	1	fructose-6-phosphate + glutamine	glucosamine-6-phosphate + glutamate	{'fructose-6-phosphate', 'glutamine'}	{'glucosamine-6-phosphate', 'glutamate'}	{'glucosamine-6-phosphate', 'fructose-6-phosphate', 'glutamate', 'glutamine'}	2	2	4	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
