RXN_ID	EQUATION	SUBSYSTEM	Direction	EQUATION_LHS	EQUATION_RHS	Substrate_Set	Product_Set	Metabolite_Set	Substrate_Count	Product_Count	Metabolite_Count	Measured_Substrate	Measured_Product	Measured_Metabolite	Measured_Substrate_Count	Measured_Product_Count	Measured_Metabolite_Count
MAR08587	H2O + maltose => 2 glucose	Starch and sucrose metabolism	1	H2O + maltose	2 glucose	{'H2O', 'maltose'}	{'glucose'}	{'glucose', 'H2O', 'maltose'}	2	1	3	{'maltose'}	{'glucose'}	{'glucose', 'maltose'}	1	1	2
MAR08589	H2O + maltose => 2 glucose	Starch and sucrose metabolism	1	H2O + maltose	2 glucose	{'H2O', 'maltose'}	{'glucose'}	{'glucose', 'H2O', 'maltose'}	2	1	3	{'maltose'}	{'glucose'}	{'glucose', 'maltose'}	1	1	2
MAR08583	8 H2O + starch structure 1 => 8 glucose + starch structure 2	Starch and sucrose metabolism	1	8 H2O + starch structure 1	8 glucose + starch structure 2	{'starch structure 1', 'H2O'}	{'glucose', 'starch structure 2'}	{'glucose', 'starch structure 2', 'starch structure 1', 'H2O'}	2	2	4	{}	{'glucose'}	{'glucose'}	0	1	1
MAR08584	H2O + starch structure 2 => glucose + maltose	Starch and sucrose metabolism	1	H2O + starch structure 2	glucose + maltose	{'starch structure 2', 'H2O'}	{'glucose', 'maltose'}	{'glucose', 'starch structure 2', 'H2O', 'maltose'}	2	2	4	{}	{'glucose', 'maltose'}	{'glucose', 'maltose'}	0	2	2
MAR04130	ATP + galactose => ADP + alpha-D-galactose-1-phosphate + H+	Galactose metabolism	1	ATP + galactose	ADP + alpha-D-galactose-1-phosphate + H+	{'ATP', 'galactose'}	{'H+', 'ADP', 'alpha-D-galactose-1-phosphate'}	{'H+', 'galactose', 'ADP', 'ATP', 'alpha-D-galactose-1-phosphate'}	2	3	5	{'galactose'}	{}	{'galactose'}	1	0	1
MAR04303	H2O + sucrose => fructose + glucose	Galactose metabolism	1	H2O + sucrose	fructose + glucose	{'sucrose', 'H2O'}	{'glucose', 'fructose'}	{'glucose', 'sucrose', 'fructose', 'H2O'}	2	2	4	{}	{'glucose', 'fructose'}	{'glucose', 'fructose'}	0	2	2
MAR04414	ATP + galactose => ADP + galactose-1-phosphate + H+	Galactose metabolism	1	ATP + galactose	ADP + galactose-1-phosphate + H+	{'ATP', 'galactose'}	{'galactose-1-phosphate', 'H+', 'ADP'}	{'galactose-1-phosphate', 'H+', 'ADP', 'ATP', 'galactose'}	2	3	5	{'galactose'}	{}	{'galactose'}	1	0	1
MAR04415	H2O + lactose => galactose + glucose	Galactose metabolism	1	H2O + lactose	galactose + glucose	{'H2O', 'lactose'}	{'glucose', 'galactose'}	{'glucose', 'H2O', 'galactose', 'lactose'}	2	2	4	{}	{'glucose', 'galactose'}	{'glucose', 'galactose'}	0	2	2
MAR04416	galactosylglycerol + H2O => galactose + glycerol	Galactose metabolism	1	galactosylglycerol + H2O	galactose + glycerol	{'H2O', 'galactosylglycerol'}	{'glycerol', 'galactose'}	{'glycerol', 'H2O', 'galactose', 'galactosylglycerol'}	2	2	4	{}	{'glycerol', 'galactose'}	{'glycerol', 'galactose'}	0	2	2
MAR07674	glucose + UDP-galactose => H+ + lactose + UDP	Galactose metabolism	1	glucose + UDP-galactose	H+ + lactose + UDP	{'glucose', 'UDP-galactose'}	{'H+', 'UDP', 'lactose'}	{'H+', 'lactose', 'glucose', 'UDP-galactose', 'UDP'}	2	3	5	{'glucose'}	{}	{'glucose'}	1	0	1
MAR08764	H2O + lactose => galactose + glucose	Galactose metabolism	1	H2O + lactose	galactose + glucose	{'H2O', 'lactose'}	{'glucose', 'galactose'}	{'glucose', 'H2O', 'galactose', 'lactose'}	2	2	4	{}	{'glucose', 'galactose'}	{'glucose', 'galactose'}	0	2	2
MAR04310	ATP + fructose => ADP + fructose-1-phosphate + H+	Fructose and mannose metabolism	1	ATP + fructose	ADP + fructose-1-phosphate + H+	{'ATP', 'fructose'}	{'fructose-1-phosphate', 'H+', 'ADP'}	{'H+', 'ADP', 'fructose-1-phosphate', 'ATP', 'fructose'}	2	3	5	{'fructose'}	{}	{'fructose'}	1	0	1
MAR04318	ATP + fructose => ADP + fructose-3-phosphate + H+	Fructose and mannose metabolism	1	ATP + fructose	ADP + fructose-3-phosphate + H+	{'ATP', 'fructose'}	{'H+', 'ADP', 'fructose-3-phosphate'}	{'H+', 'ADP', 'ATP', 'fructose', 'fructose-3-phosphate'}	2	3	5	{'fructose'}	{}	{'fructose'}	1	0	1
MAR04319	ATP + fructose => ADP + fructose-6-phosphate + H+	Fructose and mannose metabolism	1	ATP + fructose	ADP + fructose-6-phosphate + H+	{'ATP', 'fructose'}	{'H+', 'ADP', 'fructose-6-phosphate'}	{'H+', 'ADP', 'fructose-6-phosphate', 'ATP', 'fructose'}	2	3	5	{'fructose'}	{}	{'fructose'}	1	0	1
MAR04490	ATP + mannose => ADP + H+ + mannose-6-phosphate	Fructose and mannose metabolism	1	ATP + mannose	ADP + H+ + mannose-6-phosphate	{'mannose', 'ATP'}	{'H+', 'ADP', 'mannose-6-phosphate'}	{'H+', 'mannose', 'mannose-6-phosphate', 'ADP', 'ATP'}	2	3	5	{'mannose'}	{}	{'mannose'}	1	0	1
MAR08341	H+ + L-arabinose + NADPH => L-arabitol + NADP+	Pentose and glucuronate interconversions	1	H+ + L-arabinose + NADPH	L-arabitol + NADP+	{'L-arabinose', 'H+', 'NADPH'}	{'L-arabitol', 'NADP+'}	{'H+', 'NADPH', 'L-arabinose', 'L-arabitol', 'NADP+'}	3	2	5	{'L-arabinose'}	{}	{'L-arabinose'}	1	0	1
MAR03859	D-lactate + 2 ferricytochrome C => 2 ferrocytochrome C + 2 H+ + pyruvate	Pyruvate metabolism	1	D-lactate + 2 ferricytochrome C	2 ferrocytochrome C + 2 H+ + pyruvate	{'D-lactate', 'ferricytochrome C'}	{'H+', 'ferrocytochrome C', 'pyruvate'}	{'D-lactate', 'H+', 'pyruvate', 'ferricytochrome C', 'ferrocytochrome C'}	2	3	5	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR04087	malate + NAD+ => CO2 + NADH + pyruvate	Pyruvate metabolism	1	malate + NAD+	CO2 + NADH + pyruvate	{'malate', 'NAD+'}	{'NADH', 'CO2', 'pyruvate'}	{'NAD+', 'NADH', 'pyruvate', 'malate', 'CO2'}	2	3	5	{'malate'}	{'pyruvate'}	{'malate', 'pyruvate'}	1	1	2
MAR04089	malate + NADP+ => CO2 + NADPH + pyruvate	Pyruvate metabolism	1	malate + NADP+	CO2 + NADPH + pyruvate	{'malate', 'NADP+'}	{'CO2', 'pyruvate', 'NADPH'}	{'NADPH', 'pyruvate', 'malate', 'NADP+', 'CO2'}	2	3	5	{'malate'}	{'pyruvate'}	{'malate', 'pyruvate'}	1	1	2
MAR04091	malate + NADP+ => CO2 + NADPH + pyruvate	Pyruvate metabolism	1	malate + NADP+	CO2 + NADPH + pyruvate	{'malate', 'NADP+'}	{'CO2', 'pyruvate', 'NADPH'}	{'NADPH', 'pyruvate', 'malate', 'NADP+', 'CO2'}	2	3	5	{'malate'}	{'pyruvate'}	{'malate', 'pyruvate'}	1	1	2
MAR04143	ATP + HCO3- + pyruvate => ADP + H+ + OAA + Pi	Pyruvate metabolism	1	ATP + HCO3- + pyruvate	ADP + H+ + OAA + Pi	{'HCO3-', 'ATP', 'pyruvate'}	{'H+', 'ADP', 'Pi', 'OAA'}	{'H+', 'Pi', 'ATP', 'pyruvate', 'ADP', 'HCO3-', 'OAA'}	3	4	7	{'pyruvate'}	{}	{'pyruvate'}	1	0	1
MAR04193	CDP + H+ + PEP => CTP + pyruvate	Pyruvate metabolism	1	CDP + H+ + PEP	CTP + pyruvate	{'H+', 'PEP', 'CDP'}	{'CTP', 'pyruvate'}	{'H+', 'pyruvate', 'PEP', 'CTP', 'CDP'}	3	2	5	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR08514	2 ferricytochrome C + L-lactate => 2 ferrocytochrome C + 2 H+ + pyruvate	Pyruvate metabolism	1	2 ferricytochrome C + L-lactate	2 ferrocytochrome C + 2 H+ + pyruvate	{'ferricytochrome C', 'L-lactate'}	{'H+', 'ferrocytochrome C', 'pyruvate'}	{'H+', 'L-lactate', 'pyruvate', 'ferricytochrome C', 'ferrocytochrome C'}	2	3	5	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR04042	aspartate + GTP + IMP => adenylosuccinate + GDP + 2 H+ + Pi	Purine metabolism	1	aspartate + GTP + IMP	adenylosuccinate + GDP + 2 H+ + Pi	{'IMP', 'GTP', 'aspartate'}	{'H+', 'Pi', 'adenylosuccinate', 'GDP'}	{'H+', 'Pi', 'IMP', 'GDP', 'GTP', 'adenylosuccinate', 'aspartate'}	3	4	7	{'aspartate'}	{}	{'aspartate'}	1	0	1
MAR04046	ATP + glutamine + H2O + xanthosine-5-phosphate => AMP + glutamate + GMP + 2 H+ + PPi	Purine metabolism	1	ATP + glutamine + H2O + xanthosine-5-phosphate	AMP + glutamate + GMP + 2 H+ + PPi	{'xanthosine-5-phosphate', 'ATP', 'glutamine', 'H2O'}	{'AMP', 'glutamate', 'GMP', 'H+', 'PPi'}	{'xanthosine-5-phosphate', 'AMP', 'glutamate', 'GMP', 'H2O', 'H+', 'glutamine', 'PPi', 'ATP'}	4	5	9	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR04171	GDP + H+ + PEP => GTP + pyruvate	Purine metabolism	1	GDP + H+ + PEP	GTP + pyruvate	{'H+', 'PEP', 'GDP'}	{'GTP', 'pyruvate'}	{'H+', 'pyruvate', 'PEP', 'GTP', 'GDP'}	3	2	5	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR04406	glutamine + H2O + PRPP => 5-phosphoribosylamine + glutamate + PPi	Purine metabolism	1	glutamine + H2O + PRPP	5-phosphoribosylamine + glutamate + PPi	{'glutamine', 'H2O', 'PRPP'}	{'glutamate', 'PPi', '5-phosphoribosylamine'}	{'glutamine', '5-phosphoribosylamine', 'PRPP', 'glutamate', 'PPi', 'H2O'}	3	3	6	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
MAR04417	H2O + IMP => inosine + Pi	Purine metabolism	1	H2O + IMP	inosine + Pi	{'H2O', 'IMP'}	{'Pi', 'inosine'}	{'Pi', 'H2O', 'IMP', 'inosine'}	2	2	4	{}	{'inosine'}	{'inosine'}	0	1	1
MAR04421	dADP + H+ + PEP => dATP + pyruvate	Purine metabolism	1	dADP + H+ + PEP	dATP + pyruvate	{'H+', 'PEP', 'dADP'}	{'dATP', 'pyruvate'}	{'H+', 'pyruvate', 'dATP', 'dADP', 'PEP'}	3	2	5	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR04481	adenosine + H2O => inosine + NH3	Purine metabolism	1	adenosine + H2O	inosine + NH3	{'H2O', 'adenosine'}	{'NH3', 'inosine'}	{'adenosine', 'H2O', 'NH3', 'inosine'}	2	2	4	{}	{'inosine'}	{'inosine'}	0	1	1
MAR04482	adenosine + H2O => inosine + NH3	Purine metabolism	1	adenosine + H2O	inosine + NH3	{'H2O', 'adenosine'}	{'NH3', 'inosine'}	{'adenosine', 'H2O', 'NH3', 'inosine'}	2	2	4	{}	{'inosine'}	{'inosine'}	0	1	1
MAR04486	glucose + ITP => glucose-6-phosphate + H+ + IDP	Purine metabolism	1	glucose + ITP	glucose-6-phosphate + H+ + IDP	{'glucose', 'ITP'}	{'H+', 'glucose-6-phosphate', 'IDP'}	{'H+', 'IDP', 'glucose', 'glucose-6-phosphate', 'ITP'}	2	3	5	{'glucose'}	{}	{'glucose'}	1	0	1
MAR04487	dATP + glucose => dADP + glucose-6-phosphate + H+	Purine metabolism	1	dATP + glucose	dADP + glucose-6-phosphate + H+	{'glucose', 'dATP'}	{'H+', 'glucose-6-phosphate', 'dADP'}	{'H+', 'glucose', 'dATP', 'glucose-6-phosphate', 'dADP'}	2	3	5	{'glucose'}	{}	{'glucose'}	1	0	1
MAR04488	fructose + ITP => fructose-6-phosphate + H+ + IDP	Purine metabolism	1	fructose + ITP	fructose-6-phosphate + H+ + IDP	{'fructose', 'ITP'}	{'H+', 'fructose-6-phosphate', 'IDP'}	{'H+', 'IDP', 'fructose-6-phosphate', 'fructose', 'ITP'}	2	3	5	{'fructose'}	{}	{'fructose'}	1	0	1
MAR04489	dATP + fructose => dADP + fructose-6-phosphate + H+	Purine metabolism	1	dATP + fructose	dADP + fructose-6-phosphate + H+	{'dATP', 'fructose'}	{'H+', 'fructose-6-phosphate', 'dADP'}	{'H+', 'dATP', 'fructose-6-phosphate', 'fructose', 'dADP'}	2	3	5	{'fructose'}	{}	{'fructose'}	1	0	1
MAR04492	ITP + mannose => H+ + IDP + mannose-6-phosphate	Purine metabolism	1	ITP + mannose	H+ + IDP + mannose-6-phosphate	{'mannose', 'ITP'}	{'H+', 'IDP', 'mannose-6-phosphate'}	{'H+', 'mannose', 'IDP', 'mannose-6-phosphate', 'ITP'}	2	3	5	{'mannose'}	{}	{'mannose'}	1	0	1
MAR04493	dATP + mannose => dADP + H+ + mannose-6-phosphate	Purine metabolism	1	dATP + mannose	dADP + H+ + mannose-6-phosphate	{'mannose', 'dATP'}	{'H+', 'dADP', 'mannose-6-phosphate'}	{'H+', 'mannose', 'mannose-6-phosphate', 'dATP', 'dADP'}	2	3	5	{'mannose'}	{}	{'mannose'}	1	0	1
MAR04518	guanine + H2O => NH3 + xanthine	Purine metabolism	1	guanine + H2O	NH3 + xanthine	{'guanine', 'H2O'}	{'xanthine', 'NH3'}	{'guanine', 'xanthine', 'H2O', 'NH3'}	2	2	4	{'guanine'}	{'xanthine'}	{'guanine', 'xanthine'}	1	1	2
MAR04519	H2O + hypoxanthine + NAD+ => H+ + NADH + xanthine	Purine metabolism	1	H2O + hypoxanthine + NAD+	H+ + NADH + xanthine	{'NAD+', 'hypoxanthine', 'H2O'}	{'H+', 'NADH', 'xanthine'}	{'H+', 'NADH', 'NAD+', 'hypoxanthine', 'xanthine', 'H2O'}	3	3	6	{'hypoxanthine'}	{'xanthine'}	{'hypoxanthine', 'xanthine'}	1	1	2
MAR04520	H2O + hypoxanthine + O2 => H2O2 + xanthine	Purine metabolism	1	H2O + hypoxanthine + O2	H2O2 + xanthine	{'hypoxanthine', 'H2O', 'O2'}	{'H2O2', 'xanthine'}	{'hypoxanthine', 'H2O2', 'O2', 'xanthine', 'H2O'}	3	2	5	{'hypoxanthine'}	{'xanthine'}	{'hypoxanthine', 'xanthine'}	1	1	2
MAR04573	dGDP + H+ + PEP => dGTP + pyruvate	Purine metabolism	1	dGDP + H+ + PEP	dGTP + pyruvate	{'dGDP', 'PEP', 'H+'}	{'dGTP', 'pyruvate'}	{'H+', 'pyruvate', 'dGDP', 'dGTP', 'PEP'}	3	2	5	{}	{'pyruvate'}	{'pyruvate'}	0	1	1
MAR04646	H2O + NAD+ + xanthine => H+ + NADH + urate	Purine metabolism	1	H2O + NAD+ + xanthine	H+ + NADH + urate	{'NAD+', 'xanthine', 'H2O'}	{'H+', 'NADH', 'urate'}	{'H+', 'NADH', 'NAD+', 'urate', 'xanthine', 'H2O'}	3	3	6	{'xanthine'}	{'urate'}	{'urate', 'xanthine'}	1	1	2
MAR04648	H2O + NAD+ + xanthine => H+ + NADH + urate	Purine metabolism	1	H2O + NAD+ + xanthine	H+ + NADH + urate	{'NAD+', 'xanthine', 'H2O'}	{'H+', 'NADH', 'urate'}	{'H+', 'NADH', 'NAD+', 'urate', 'xanthine', 'H2O'}	3	3	6	{'xanthine'}	{'urate'}	{'urate', 'xanthine'}	1	1	2
MAR04649	H2O + O2 + xanthine => H2O2 + urate	Purine metabolism	1	H2O + O2 + xanthine	H2O2 + urate	{'xanthine', 'H2O', 'O2'}	{'urate', 'H2O2'}	{'H2O2', 'O2', 'urate', 'xanthine', 'H2O'}	3	2	5	{'xanthine'}	{'urate'}	{'urate', 'xanthine'}	1	1	2
MAR04650	H2O + O2 + xanthine => H2O2 + urate	Purine metabolism	1	H2O + O2 + xanthine	H2O2 + urate	{'xanthine', 'H2O', 'O2'}	{'urate', 'H2O2'}	{'H2O2', 'O2', 'urate', 'xanthine', 'H2O'}	3	2	5	{'xanthine'}	{'urate'}	{'urate', 'xanthine'}	1	1	2
MAR04664	PRPP + xanthine => PPi + xanthosine-5-phosphate	Purine metabolism	1	PRPP + xanthine	PPi + xanthosine-5-phosphate	{'xanthine', 'PRPP'}	{'xanthosine-5-phosphate', 'PPi'}	{'xanthosine-5-phosphate', 'PPi', 'xanthine', 'PRPP'}	2	2	4	{'xanthine'}	{}	{'xanthine'}	1	0	1
MAR04799	5-phosphoribosylamine + ATP + glycine => ADP + GAR + H+ + Pi	Purine metabolism	1	5-phosphoribosylamine + ATP + glycine	ADP + GAR + H+ + Pi	{'glycine', 'ATP', '5-phosphoribosylamine'}	{'H+', 'ADP', 'GAR', 'Pi'}	{'H+', 'Pi', 'glycine', '5-phosphoribosylamine', 'ADP', 'GAR', 'ATP'}	3	4	7	{'glycine'}	{}	{'glycine'}	1	0	1
MAR04808	ATP + glutamine + H2O + N-formyl-GAR => 5-phosphoribosylformylglycinamidine + ADP + glutamate + H+ + Pi	Purine metabolism	1	ATP + glutamine + H2O + N-formyl-GAR	5-phosphoribosylformylglycinamidine + ADP + glutamate + H+ + Pi	{'N-formyl-GAR', 'ATP', 'glutamine', 'H2O'}	{'ADP', 'glutamate', 'H+', 'Pi', '5-phosphoribosylformylglycinamidine'}	{'glutamate', 'ADP', 'H2O', 'H+', 'Pi', 'glutamine', 'N-formyl-GAR', 'ATP', '5-phosphoribosylformylglycinamidine'}	4	5	9	{'glutamine'}	{'glutamate'}	{'glutamate', 'glutamine'}	1	1	2
